query_id,strategy,source_label,heterogeneous,subgraph_size,reason,center,density
,,,,2,Too few nodes,282105,0.5
,,,,13,Low density,1352201,0.2821
,,,,2,Too few nodes,698724,0.5
,,,,6,Low density,196428,0.2
,,,,4,Low density,1326050,0.25
,,,,2,Too few nodes,237326,0.5
,,,,4,Low density,407613,0.25
,,,,5,Low density,509615,0.2
,,,,6,Low density,1840389,0.2333
,,,,11,Low density,58538,0.1636
,,,,26,Low density,1789088,0.0862
,,,,2,Too few nodes,902299,0.5
,,,,5,Low density,129548,0.25
,,,,11,Low density,1228706,0.0909
,,,,2,Too few nodes,373832,0.5
,,,,6,Low density,1456873,0.2333
,,,,16,Low density,1230238,0.0667
,,,,1,Too few nodes,1546550,0
,,,,18,Low density,1326931,0.219
,,,,8,Low density,824779,0.125
,,,,2,Too few nodes,1469153,0.5
,,,,19,Low density,976638,0.0731
,,,,2,Too few nodes,1317554,0.5
,,,,14,Low density,1893243,0.1484
,,,,8,Low density,34929,0.1786
,,,,1,Too few nodes,1199890,0
,,,,32,Low density,1635212,0.1683
,,,,14,Low density,1407261,0.1593
,,,,15,Low density,1770828,0.0952
,,,,6,Low density,95071,0.2333
,,,,17,Low density,1243963,0.0809
,,,,7,Low density,1952118,0.2143
,,,,77,Low density,1242421,0.0622
,,,,4,Low density,1874109,0.25
,,,,2,Too few nodes,946976,0.5
,,,,19,Low density,1056747,0.0585
,,,,2,Too few nodes,847437,0.5
,,,,13,Low density,477162,0.1474
,,,,5,Low density,477692,0.2
,,,,6,Low density,1661193,0.2667
,,,,8,Low density,373905,0.1607
,,,,4,Low density,545712,0.25
,,,,4,Low density,760860,0.25
,,,,4,Low density,481953,0.25
,,,,17,Low density,1881385,0.0662
,,,,6,Low density,552289,0.2667
,,,,2,Too few nodes,683806,0.5
,,,,8,Low density,479327,0.1607
,,,,6,Low density,493694,0.2
,,,,4,Low density,1975753,0.25
,,,,2,Too few nodes,736700,0.5
,,,,56,Low density,295696,0.0623
,,,,1,Too few nodes,1598211,0
,,,,5,Low density,119586,0.25
,,,,39,Low density,322019,0.0364
,,,,1,Too few nodes,1347319,0
,,,,2,Too few nodes,1883013,0.5
,,,,2,Too few nodes,975987,0.5
,,,,4,Low density,1460109,0.25
,,,,21,Low density,1223576,0.0833
,,,,2,Too few nodes,722541,0.5
,,,,1,Too few nodes,1448329,0
,,,,8,Low density,1776023,0.1607
,,,,1,Too few nodes,1617426,0
,,,,11,Low density,208088,0.2091
,,,,2,Too few nodes,889259,0.5
,,,,11,Low density,1488674,0.1909
,,,,13,Low density,1687017,0.1474
,,,,2,Too few nodes,421804,0.5
,,,,4,Low density,731846,0.25
,,,,8,Low density,145447,0.25
,,,,2,Too few nodes,735500,0.5
,,,,8,Low density,1460409,0.25
,,,,198,Low density,1100500,0.0112
,,,,2,Too few nodes,1041153,0.5
,,,,7,Low density,649766,0.1429
,,,,2,Too few nodes,689096,0.5
,,,,41,Low density,225420,0.0841
,,,,2,Too few nodes,872730,0.5
,,,,1,Too few nodes,1743260,0
,,,,7,Low density,1454716,0.1667
,,,,5,Low density,1779090,0.2
,,,,4,Low density,1522368,0.25
,,,,1,Too few nodes,1189048,0
,,,,9,Low density,1369084,0.1944
,,,,4,Low density,736955,0.25
,,,,1,Too few nodes,1462011,0
,,,,9,Low density,1068910,0.1667
,,,,20,Low density,255584,0.1184
,,,,4,Low density,379202,0.25
,,,,4,Low density,1878,0.25
,,,,5,Low density,318026,0.2
,,,,1,Too few nodes,1373708,0
,,,,13,Low density,115392,0.0897
,,,,26,Low density,1506546,0.1046
,,,,7,Low density,1913896,0.2619
,,,,2,Too few nodes,723188,0.5
,,,,1,Too few nodes,1493779,0
,,,,1,Too few nodes,1335253,0
,,,,9,Low density,1318244,0.2917
,,,,16,Low density,1658407,0.1542
,,,,1,Too few nodes,1514443,0
,,,,17,Low density,39187,0.25
,,,,4,Low density,1387588,0.25
,,,,19,Low density,872539,0.1199
,,,,2,Too few nodes,1418317,0.5
,,,,21,Low density,304178,0.0833
,,,,4,Low density,750949,0.25
,,,,20,Low density,1248792,0.0605
,,,,18,Low density,1662332,0.0948
,,,,11,Low density,1706518,0.2182
,,,,253,Low density,980136,0.0146
,,,,16,Low density,397832,0.1458
,,,,17,Low density,1237125,0.0809
,,,,4,Low density,1759238,0.25
,,,,4,Low density,41197,0.25
,,,,41,Low density,1900160,0.0945
,,,,2,Too few nodes,1671976,0.5
,,,,8,Low density,157782,0.1607
,,,,2,Too few nodes,1016302,0.5
,,,,4,Low density,1002060,0.25
,,,,5,Low density,668664,0.2
,,,,12,Low density,444546,0.0909
,,,,39,Low density,1774318,0.2179
,,,,33,Low density,143296,0.0928
,,,,4,Low density,219015,0.25
,,,,2,Too few nodes,546665,0.5
,,,,10,Low density,300641,0.1111
,,,,5,Low density,1357748,0.2
,,,,1,Too few nodes,1179567,0
,,,,1,Too few nodes,1462869,0
,,,,7,Low density,949536,0.1429
,,,,2,Too few nodes,757275,0.5
,,,,4,Low density,1445438,0.25
,,,,1,Too few nodes,1164655,0
,,,,7,Low density,715119,0.1667
,,,,6,Low density,1324954,0.2333
,,,,4,Low density,212591,0.25
,,,,1,Too few nodes,1623046,0
,,,,1,Too few nodes,1257371,0
,,,,12,Low density,1865788,0.2348
,,,,11,Low density,1047899,0.2
,,,,2,Too few nodes,670558,0.5
,,,,15,Low density,1901159,0.1476
,,,,5,Low density,251461,0.2
,,,,1,Too few nodes,1612941,0
,,,,7,Low density,1836989,0.1667
,,,,1,Too few nodes,1642020,0
,,,,4,Low density,917659,0.25
,,,,2,Too few nodes,1126646,0.5
,,,,9,Low density,1777880,0.1389
,,,,6,Low density,45679,0.2333
,,,,1,Too few nodes,1361762,0
,,,,5,Low density,142972,0.2
,,,,10,Low density,1242230,0.1
,,,,2,Too few nodes,1289140,0.5
,,,,2,Too few nodes,1598011,0.5
,,,,4,Low density,681736,0.25
,,,,6,Low density,1278555,0.2333
,,,,1,Too few nodes,1171732,0
,,,,12,Low density,1600071,0.1364
,,,,1,Too few nodes,1200986,0
,,,,17,Low density,24111,0.1507
,,,,6,Low density,1739306,0.2667
,,,,5,Low density,1111487,0.25
,,,,21,Low density,1892880,0.1143
,,,,9,Low density,1671363,0.2083
,,,,2,Too few nodes,1667112,0.5
,,,,6,Low density,1762947,0.2333
,,,,7,Low density,525509,0.1667
,,,,12,Low density,1771261,0.1061
,,,,5,Low density,163187,0.25
,,,,21,Low density,1825122,0.1238
,,,,16,Low density,1845437,0.2083
,,,,6,Low density,102615,0.2667
,,,,2,Too few nodes,1030322,0.5
,,,,1,Too few nodes,1318814,0
,,,,2,Too few nodes,532034,0.5
,,,,5,Low density,878867,0.2
,,,,1,Too few nodes,1377754,0
,,,,2,Too few nodes,1966720,0.5
,,,,7,Low density,224404,0.1905
,,,,14,Low density,1474676,0.0769
,,,,20,Low density,1495014,0.1
,,,,2,Too few nodes,986693,0.5
,,,,2,Too few nodes,1641086,0.5
,,,,7,Low density,1408070,0.2143
,,,,4,Low density,1594544,0.25
,,,,2,Too few nodes,240340,0.5
,,,,34,Low density,1715088,0.1604
,,,,4,Low density,945301,0.25
,,,,5,Low density,1016251,0.2
,,,,6,Low density,1724892,0.2667
,,,,2,Too few nodes,1858353,0.5
,,,,5,Low density,933406,0.2
,,,,11,Low density,1838248,0.2091
,,,,61,Low density,1917574,0.1011
,,,,14,Low density,1744323,0.2088
,,,,37,Low density,1071994,0.2245
,,,,4,Low density,382716,0.25
,,,,7,Low density,1474562,0.1667
,,,,15,Low density,1292242,0.1524
,,,,59,Low density,1759351,0.0614
,,,,4,Low density,272734,0.25
,,,,2,Too few nodes,150320,0.5
,,,,2,Too few nodes,76385,0.5
,,,,5,Low density,379632,0.25
,,,,50,Low density,1853744,0.1106
,,,,19,Low density,1920580,0.1871
,,,,20,Low density,1668347,0.1132
,,,,2,Too few nodes,606059,0.5
,,,,74,Low density,754864,0.0196
,,,,12,Low density,1796984,0.2121
,,,,4,Low density,345494,0.25
,,,,2,Too few nodes,1023518,0.5
,,,,5,Low density,1590559,0.2
,,,,6,Low density,99356,0.2333
,,,,4,Low density,1745733,0.25
,,,,10,Low density,764381,0.1333
,,,,2,Too few nodes,763678,0.5
,,,,2,Too few nodes,1084996,0.5
,,,,8,Low density,1388547,0.125
,,,,23,Low density,1763012,0.0613
,,,,6,Low density,1789726,0.2
,,,,9,Low density,1916712,0.2222
,,,,10,Low density,1799820,0.1222
,,,,5,Low density,1431336,0.25
,,,,6,Low density,1638222,0.2
,,,,2,Too few nodes,1873184,0.5
,,,,2,Too few nodes,717059,0.5
,,,,4,Low density,218041,0.25
,,,,2,Too few nodes,672278,0.5
,,,,8,Low density,1633287,0.2679
,,,,37,Low density,1498994,0.1156
,,,,6,Low density,1985860,0.2333
,,,,5,Low density,1308832,0.2
,,,,21,Low density,1764655,0.1167
,,,,2,Too few nodes,634273,0.5
,,,,4,Low density,1130165,0.25
,,,,190,Low density,31534,0.0126
,,,,7,Low density,1622138,0.1905
,,,,4,Low density,1067592,0.25
,,,,4,Low density,969003,0.25
,,,,1,Too few nodes,1202161,0
,,,,2,Too few nodes,375727,0.5
,,,,11,Low density,1485291,0.1818
,,,,1,Too few nodes,1199184,0
,,,,25,Low density,1475359,0.0467
,,,,5,Low density,389686,0.25
,,,,1,Too few nodes,1136481,0
,,,,12,Low density,1216672,0.1061
,,,,11,Low density,1415499,0.2091
,,,,1,Too few nodes,1321084,0
,,,,2,Too few nodes,153687,0.5
,,,,1,Too few nodes,1484463,0
,,,,9,Low density,1399321,0.25
,,,,2,Too few nodes,759408,0.5
,,,,2,Too few nodes,723315,0.5
,,,,5,Low density,1957508,0.2
,,,,9,Low density,1795672,0.1111
,,,,2,Too few nodes,1079741,0.5
,,,,21,Low density,510735,0.1071
,,,,16,Low density,1773323,0.1542
,,,,2,Too few nodes,609908,0.5
,,,,4,Low density,555426,0.25
,,,,9,Low density,1750296,0.125
,,,,6,Low density,619085,0.2
,,,,2,Too few nodes,648953,0.5
,,,,2,Too few nodes,1978711,0.5
,,,,2,Too few nodes,50975,0.5
,,,,7,Low density,498019,0.2143
,,,,5,Low density,61019,0.25
,,,,4,Low density,951447,0.25
,,,,1,Too few nodes,1440109,0
,,,,10,Low density,1628690,0.1778
,,,,14,Low density,889871,0.1154
,,,,6,Low density,229315,0.1667
,,,,1,Too few nodes,1482869,0
,,,,2,Too few nodes,969704,0.5
,,,,1,Too few nodes,1355343,0
,,,,4,Low density,1449856,0.25
,,,,2,Too few nodes,999211,0.5
,,,,2,Too few nodes,1879845,0.5
,,,,2,Too few nodes,614720,0.5
,,,,9,Low density,1478034,0.1111
,,,,2,Too few nodes,1955428,0.5
,,,,1,Too few nodes,1549179,0
,,,,56,Low density,1206359,0.1042
,,,,7,Low density,62530,0.1905
,,,,4,Low density,948322,0.25
,,,,10,Low density,1749777,0.1111
,,,,15,Low density,1248253,0.0667
,,,,7,Low density,135917,0.2143
,,,,1,Too few nodes,1278374,0
,,,,4,Low density,1282181,0.25
,,,,2,Too few nodes,792755,0.5
,,,,2,Too few nodes,329895,0.5
,,,,1,Too few nodes,1168404,0
,,,,8,Low density,150803,0.1429
,,,,32,Low density,1703133,0.123
,,,,26,Low density,1122271,0.0585
,,,,1,Too few nodes,1509121,0
,,,,2,Too few nodes,440263,0.5
,,,,2,Too few nodes,1540976,0.5
,,,,5,Low density,495834,0.25
,,,,8,Low density,1309068,0.2321
,,,,13,Low density,1860590,0.0962
,,,,68,Low density,82300,0.0595
,,,,1,Too few nodes,1177514,0
,,,,6,Low density,1956884,0.2333
,,,,2,Too few nodes,893291,0.5
,,,,48,Low density,1658073,0.0612
,,,,5,Low density,1734858,0.25
,,,,42,Low density,519302,0.0627
,,,,2,Too few nodes,1563891,0.5
,,,,9,Low density,1715394,0.1667
,,,,7,Low density,411799,0.1667
,,,,23,Low density,1875644,0.0949
,,,,5,Low density,1800182,0.25
,,,,15,Low density,1806024,0.2
,,,,5,Low density,289991,0.2
,,,,1,Too few nodes,1176622,0
,,,,1,Too few nodes,1606001,0
,,,,5,Low density,758095,0.2
,,,,5,Low density,1448083,0.2
,,,,1,Too few nodes,1446163,0
,,,,8,Low density,187803,0.1429
,,,,4,Low density,890226,0.25
,,,,4,Low density,84153,0.25
,,,,26,Low density,1795478,0.0954
,,,,4,Low density,1817865,0.25
,,,,2,Too few nodes,1685043,0.5
,,,,8,Low density,31398,0.1786
,,,,4,Low density,1943157,0.25
,,,,4,Low density,442957,0.25
,,,,2,Too few nodes,155155,0.5
,,,,2,Too few nodes,1435791,0.5
,,,,4,Low density,1968220,0.25
,,,,5,Low density,1012986,0.2
,,,,5,Low density,266427,0.2
,,,,2,Too few nodes,546118,0.5
,,,,4,Low density,1030305,0.25
,,,,5,Low density,817140,0.25
,,,,6,Low density,1343804,0.1667
,,,,13,Low density,1886871,0.1282
,,,,8,Low density,1620315,0.2143
,,,,10,Low density,1916115,0.2
,,,,11,Low density,1650732,0.1545
,,,,4,Low density,1981678,0.25
,,,,23,Low density,1754386,0.1917
,,,,13,Low density,1213514,0.0769
,,,,6,Low density,1632346,0.2667
,,,,20,Low density,1909699,0.0816
,,,,2,Too few nodes,691142,0.5
,,,,80,Low density,237071,0.0269
,,,,2,Too few nodes,1604765,0.5
,,,,8,Low density,990056,0.125
,,,,2,Too few nodes,1760573,0.5
,,,,1,Too few nodes,1633829,0
,,,,15,Low density,391125,0.1143
,,,,1,Too few nodes,1453888,0
,,,,2,Too few nodes,870887,0.5
,,,,15,Low density,266736,0.1143
,,,,16,Low density,1601421,0.125
,,,,2,Too few nodes,759385,0.5
,,,,11,Low density,368998,0.1091
,,,,5,Low density,1767550,0.2
,,,,10,Low density,1903077,0.1778
,,,,12,Low density,1827480,0.1364
,,,,1,Too few nodes,1497982,0
,,,,2,Too few nodes,1072905,0.5
,,,,1,Too few nodes,1201453,0
,,,,19,Low density,275748,0.0848
,,,,1,Too few nodes,1152258,0
,,,,7,Low density,431630,0.1429
,,,,23,Low density,145037,0.0652
,,,,6,Low density,1654141,0.2333
,,,,2,Too few nodes,829243,0.5
,,,,1,Too few nodes,1296680,0
,,,,1,Too few nodes,1170392,0
,,,,1,Too few nodes,1617278,0
,,,,13,Low density,1293174,0.109
,,,,2,Too few nodes,776365,0.5
,,,,1,Too few nodes,1458761,0
,,,,19,Low density,1875278,0.1199
,,,,22,Low density,289301,0.1385
,,,,2,Too few nodes,703061,0.5
,,,,9,Low density,1397383,0.1528
,,,,5,Low density,1040847,0.25
,,,,4,Low density,12714,0.25
,,,,2,Too few nodes,648646,0.5
,,,,2,Too few nodes,1331641,0.5
,,,,90,Low density,136451,0.0548
,,,,1,Too few nodes,1185326,0
,,,,12,Low density,1206059,0.0833
,,,,2,Too few nodes,1645182,0.5
,,,,1,Too few nodes,1137506,0
,,,,2,Too few nodes,1009739,0.5
,,,,1,Too few nodes,1330506,0
,,,,49,Low density,1683832,0.0523
,,,,2,Too few nodes,1808562,0.5
,,,,7,Low density,27740,0.2619
,,,,7,Low density,359405,0.1429
,,,,6,Low density,312001,0.2333
,,,,1,Too few nodes,1138761,0
,,,,17,Low density,429584,0.1324
,,,,14,Low density,110603,0.0824
,,,,4,Low density,292417,0.25
,,,,4,Low density,400711,0.25
,,,,35,Low density,611980,0.0765
,,,,8,Low density,447513,0.1607
,,,,13,Low density,1208365,0.0833
,,,,6,Low density,1831732,0.2333
,,,,14,Low density,1909757,0.1319
,,,,14,Low density,1530240,0.0934
,,,,11,Low density,1605012,0.1727
,,,,2,Too few nodes,1512211,0.5
,,,,16,Low density,444533,0.1375
,,,,1,Too few nodes,1179424,0
,,,,1,Too few nodes,1543462,0
,,,,5,Low density,22487,0.25
,,,,2,Too few nodes,567512,0.5
,,,,1,Too few nodes,1453661,0
,,,,8,Low density,1743103,0.2143
,,,,10,Low density,1841421,0.1667
,,,,4,Low density,967419,0.25
,,,,4,Low density,321595,0.25
,,,,18,Low density,1781492,0.085
,,,,2,Too few nodes,1954171,0.5
,,,,5,Low density,1061518,0.2
,,,,2,Too few nodes,1120821,0.5
,,,,4,Low density,177494,0.25
,,,,21,Low density,1371788,0.15
,,,,1,Too few nodes,1189277,0
,,,,2,Too few nodes,789398,0.5
,,,,4,Low density,184457,0.25
,,,,14,Low density,1229294,0.0714
,,,,75,Low density,337327,0.0319
,,,,4,Low density,924857,0.25
,,,,2,Too few nodes,1429484,0.5
,,,,5,Low density,1080672,0.2
,,,,4,Low density,285205,0.25
,,,,12,Low density,1886595,0.2424
,,,,22,Low density,1670948,0.1255
,,,,2,Too few nodes,1079106,0.5
,,,,1,Too few nodes,1179430,0
,,,,32,Low density,1811705,0.0675
,,,,8,Low density,1343835,0.2321
,,,,2,Too few nodes,520149,0.5
,,,,1,Too few nodes,1463956,0
,,,,6,Low density,53102,0.2667
,,,,1,Too few nodes,1166049,0
,,,,18,Low density,1217983,0.0588
,,,,22,Low density,1208506,0.0498
,,,,2,Too few nodes,997806,0.5
,,,,7,Low density,298171,0.2381
,,,,12,Low density,481175,0.1136
,,,,1,Too few nodes,1458754,0
,,,,7,Low density,923829,0.1429
,,,,12,Low density,1245907,0.0833
,,,,5,Low density,1107801,0.2
,,,,24,Low density,134585,0.0634
,,,,2,Too few nodes,757774,0.5
,,,,4,Low density,610433,0.25
,,,,1,Too few nodes,1461357,0
,,,,8,Low density,1815080,0.25
,,,,4,Low density,469645,0.25
,,,,4,Low density,1983553,0.25
,,,,1,Too few nodes,1626288,0
,,,,32,Low density,78092,0.0474
,,,,9,Low density,1903476,0.2083
,,,,7,Low density,1687263,0.2619
,,,,164,Low density,596491,0.0165
,,,,4,Low density,332151,0.25
,,,,34,Low density,1864947,0.1248
,,,,5,Low density,433892,0.25
,,,,2,Too few nodes,1133508,0.5
,,,,14,Low density,1243758,0.0714
,,,,6,Low density,1719506,0.2333
,,,,2,Too few nodes,1296056,0.5
,,,,2,Too few nodes,996454,0.5
,,,,27,Low density,1217338,0.067
,,,,1,Too few nodes,1648300,0
,,,,8,Low density,982325,0.125
,,,,15,Low density,1863265,0.1238
,,,,8,Low density,1309455,0.1607
,,,,1,Too few nodes,1587955,0
,,,,4,Low density,1667211,0.25
,,,,4,Low density,1001410,0.25
,,,,7,Low density,1032166,0.1667
,,,,24,Low density,1856893,0.1812
,,,,2,Too few nodes,319522,0.5
,,,,2,Too few nodes,1662753,0.5
,,,,1,Too few nodes,1374774,0
,,,,45,Low density,1782811,0.0833
,,,,7,Low density,110820,0.2143
,,,,5,Low density,1965183,0.2
,,,,25,Low density,1231559,0.0567
,,,,6,Low density,641034,0.1667
,,,,2,Too few nodes,1301871,0.5
,,,,4,Low density,1258398,0.25
,,,,11,Low density,1324060,0.1727
,,,,6,Low density,351158,0.1667
,,,,4,Low density,1131299,0.25
,,,,2,Too few nodes,22815,0.5
,,,,1,Too few nodes,1155517,0
,,,,1,Too few nodes,1373241,0
,,,,84,Low density,744628,0.0531
,,,,10,Low density,1217725,0.1
,,,,7,Low density,1793354,0.1667
,,,,6,Low density,786863,0.1667
,,,,2,Too few nodes,1055895,0.5
,,,,2,Too few nodes,854612,0.5
,,,,1,Too few nodes,1143499,0
,,,,8,Low density,191877,0.2679
,,,,18,Low density,1677381,0.2026
,,,,22,Low density,1767726,0.1234
,,,,4,Low density,1719291,0.25
,,,,4,Low density,964200,0.25
,,,,7,Low density,329990,0.1905
,,,,2,Too few nodes,1080209,0.5
,,,,7,Low density,1278285,0.1905
,,,,5,Low density,1457448,0.25
,,,,2,Too few nodes,449945,0.5
,,,,9,Low density,1823107,0.125
,,,,2,Too few nodes,1730584,0.5
,,,,1,Too few nodes,1441193,0
,,,,6,Low density,1523512,0.2
,,,,1,Too few nodes,1654079,0
,,,,2,Too few nodes,284020,0.5
,,,,5,Low density,1443699,0.2
,,,,8,Low density,155886,0.2143
,,,,9,Low density,516093,0.1389
,,,,6,Low density,1483468,0.2333
,,,,8,Low density,224012,0.2143
,,,,4,Low density,1034834,0.25
,,,,7,Low density,175109,0.1905
,,,,7,Low density,1970115,0.2143
,,,,2,Too few nodes,797247,0.5
,,,,2,Too few nodes,1801211,0.5
,,,,6,Low density,409814,0.2
,,,,7,Low density,616198,0.2143
,,,,8,Low density,1110613,0.1429
,,,,6,Low density,1971322,0.2
,,,,9,Low density,1827019,0.1806
,,,,12,Low density,1928642,0.1894
,,,,10,Low density,1374740,0.2222
,,,,22,Low density,1929141,0.0887
,,,,4,Low density,664923,0.25
,,,,4,Low density,811183,0.25
,,,,4,Low density,489091,0.25
,,,,1,Too few nodes,1380894,0
,,,,2,Too few nodes,817131,0.5
,,,,2,Too few nodes,916732,0.5
,,,,2,Too few nodes,829720,0.5
,,,,16,Low density,1589285,0.1208
,,,,2,Too few nodes,1040685,0.5
,,,,10,Low density,521967,0.1
,,,,12,Low density,1754549,0.1591
,,,,15,Low density,1217192,0.0667
,,,,4,Low density,1821163,0.25
,,,,6,Low density,227106,0.1667
,,,,22,Low density,1800725,0.1147
,,,,51,Low density,1742453,0.0737
,,,,29,Low density,1770870,0.1502
,,,,1,Too few nodes,1136517,0
,,,,2,Too few nodes,779927,0.5
,,,,2,Too few nodes,441955,0.5
,,,,1,Too few nodes,1141753,0
,,,,10,Low density,1099043,0.1444
,,,,134,Low density,1029174,0.0359
,,,,4,Low density,930072,0.25
,,,,9,Low density,1312225,0.1111
,,,,4,Low density,733701,0.25
,,,,20,Low density,1760479,0.1316
,,,,1,Too few nodes,1149519,0
,,,,23,Low density,1221720,0.0968
,,,,2,Too few nodes,601382,0.5
,,,,5,Low density,1951485,0.25
,,,,6,Low density,1703161,0.2333
,,,,2,Too few nodes,1024645,0.5
,,,,2,Too few nodes,178652,0.5
,,,,9,Low density,1872678,0.125
,,,,4,Low density,1366387,0.25
,,,,23,Low density,1611933,0.0968
,,,,2,Too few nodes,1366828,0.5
,,,,2,Too few nodes,397485,0.5
,,,,1,Too few nodes,1281900,0
,,,,2,Too few nodes,546354,0.5
,,,,24,Low density,1918251,0.1105
,,,,2,Too few nodes,452209,0.5
,,,,7,Low density,1742936,0.2143
,,,,2,Too few nodes,860918,0.5
,,,,1,Too few nodes,1164580,0
,,,,4,Low density,578713,0.25
,,,,1,Too few nodes,1644691,0
,,,,4,Low density,558704,0.25
,,,,17,Low density,1054606,0.25
,,,,50,Low density,1727306,0.0857
,,,,17,Low density,337111,0.1471
,,,,5,Low density,256573,0.2
,,,,12,Low density,41143,0.0985
,,,,5,Low density,91158,0.2
,,,,5,Low density,999132,0.2
,,,,2,Too few nodes,139266,0.5
,,,,28,Low density,1843546,0.1362
,,,,16,Low density,1611655,0.1583
,,,,7,Low density,289299,0.1429
,,,,15,Low density,1042560,0.0762
,,,,16,Low density,1843069,0.1625
,,,,1,Too few nodes,1644503,0
,,,,4,Low density,156825,0.25
,,,,6,Low density,1422898,0.2333
,,,,1,Too few nodes,1140755,0
,,,,15,Low density,968516,0.0952
,,,,19,Low density,1238288,0.0877
,,,,8,Low density,265005,0.1429
,,,,1,Too few nodes,1500773,0
,,,,4,Low density,246528,0.25
,,,,8,Low density,1753828,0.125
,,,,8,Low density,272507,0.1607
,,,,1,Too few nodes,1514583,0
,,,,2,Too few nodes,1101640,0.5
,,,,17,Low density,1933408,0.1471
,,,,43,Low density,1453489,0.0659
,,,,2,Too few nodes,659099,0.5
,,,,1,Too few nodes,1433845,0
,,,,1,Too few nodes,1149495,0
,,,,8,Low density,328705,0.1429
,,,,27,Low density,1095569,0.1994
,,,,9,Low density,485993,0.125
,,,,5,Low density,393916,0.2
,,,,7,Low density,481206,0.1667
,,,,2,Too few nodes,1701849,0.5
,,,,1,Too few nodes,1170936,0
,,,,2,Too few nodes,1654855,0.5
